RawTimestamp,Open,High,Low,Close,Volume
1751863200,25421.95,25439.55,25417.25,25436.1,5595915
1751863500,25434.9,25446.25,25427.45,25430.6,2610060
1751863800,25430.45,25443.1,25429.55,25438.15,2449316
1751864100,25437.8,25444.65,25432.7,25435.4,1606791
1751864400,25435.55,25452.7,25434.25,25443.5,1877618
1751864700,25442.65,25445.25,25434.8,25436.45,1771843
1751865000,25436.7,25455.4,25434.85,25449.4,1842181
1751865300,25450.3,25459.4,25447.55,25449.4,1572882
1751865600,25449.3,25468.45,25448.4,25461.85,1850028
1751865900,25462.45,25473.1,25456.15,25468.8,2114257
1751866200,25469.8,25478.75,25466.9,25467.75,2082224
1751866500,25468.45,25474.35,25465.8,25473.55,1745164
1751866800,25473.75,25473.75,25450.05,25457.7,2922710
1751867100,25458.9,25461.65,25453.6,25456.2,1821394
1751867400,25455.75,25457.5,25447.15,25452.45,3007227
1751867700,25452.1,25455.55,25447.8,25453.65,2007397
1751868000,25453.3,25455.35,25446.8,25451.3,2336386
1751868300,25451.8,25454.95,25447.3,25450.55,1531039
1751868600,25450.85,25456.25,25449.15,25452.4,1863323
1751868900,25453,25453,25433.95,25438.05,2239480
1751869200,25438.15,25445.4,25436.15,25436.4,1814847
1751869500,25436.7,25442.2,25434.4,25439,1915545
1751869800,25439.05,25443.8,25428.1,25432.05,1986433
1751870100,25432.15,25436.8,25428.55,25432.05,1555680
1751870400,25432.35,25433.25,25425.2,25430.25,1708951
1751870700,25430.55,25432.85,25421.25,25432.4,1686438
1751871000,25432.55,25447.25,25430.15,25444.8,2385922
1751871300,25445.85,25452.85,25444.75,25448,2131990
1751871600,25447.5,25453.25,25445.5,25447.55,2349766
1751871900,25446.85,25448.05,25442.55,25444.65,2040957
1751872200,25444.65,25450.3,25441.85,25450.2,2706618
1751872500,25448.9,25450.5,25435.4,25442.1,2871580
1751872800,25440.7,25446.3,25437.3,25445.85,2282619
1751873100,25444.75,25447.25,25421.25,25425.85,2485703
1751873400,25423.85,25435.5,25417.15,25431.55,1797323
1751873700,25430.75,25443.05,25430.2,25441.95,1559101
1751874000,25441.2,25455.35,25438.85,25448.8,2164858
1751874300,25447.6,25460.4,25446.1,25457.5,2069654
1751874600,25456.1,25459.3,25453.3,25456.05,2113975
1751874900,25456.05,25458.2,25444.25,25447.85,1385866
1751875200,25446.15,25453.1,25444.05,25451.2,1421011
1751875500,25450.25,25454.15,25447.5,25450.2,1332487
1751875800,25449.25,25454,25444.35,25452.75,2897360
1751876100,25451.85,25458.1,25451.25,25457.2,1455192
1751876400,25456.4,25458.35,25438.7,25447,2262811
1751876700,25446.8,25455.95,25445.65,25449.2,1805144
1751877000,25448.8,25467.8,25446.8,25463.15,2085889
1751877300,25462.1,25467.8,25455.5,25456.4,1700760
1751877600,25456.25,25461.3,25450.45,25452.05,1606884
1751877900,25453.6,25458.6,25449.45,25457.75,2136338
1751878200,25457.4,25465.25,25455.15,25459.45,2141805
1751878500,25460.3,25463.35,25452.2,25453.15,2064008
1751878800,25452.95,25456.2,25415.85,25437.4,4321757
1751879100,25436.95,25440.85,25428.1,25429.85,2111833
1751879400,25430.45,25433.7,25421.3,25425.25,2082644
1751879700,25425.65,25429.55,25419.55,25423.55,2656018
1751880000,25424.7,25430.55,25421.6,25424.7,2209692
1751880300,25426.05,25442.95,25421.55,25441.25,2755679
1751880600,25442.4,25464.25,25441.65,25456.2,5069566
1751880900,25456,25466,25452.4,25466,7476472
1751881200,25466.5,25466.6,25456.15,25459.95,5822014
1751881500,25459.8,25461.75,25455.6,25457.3,7381944
1751881800,25458.45,25466.75,25456.95,25463,7683729
1751882100,25465.1,25473.2,25453.35,25454.95,5607506
1751946300,25427.85,25464.4,25424.15,25457.15,13052383
1751946600,25457.5,25487.45,25456.95,25484.45,5573743
1751946900,25485.3,25490.15,25471.45,25474.4,4510014
1751947200,25475.9,25495.9,25464.65,25464.7,4098531
1751947500,25465.55,25473.35,25458.35,25470.9,2989785
1751947800,25470.7,25484.3,25468.8,25471.55,3361326
1751948100,25472.15,25484.85,25467.05,25478.9,2535996
1751948400,25479.45,25484.6,25469.15,25469.15,2445407
1751948700,25469,25472.85,25456.25,25458.05,2488302
1751949000,25458.7,25462.7,25446.05,25455.85,2298226
1751949300,25456.1,25458.4,25447.8,25448,1970457
1751949600,25448.45,25453.6,25442.95,25448.2,1651167
1751949900,25448.9,25460.55,25441.75,25459.95,1937030
1751950200,25459.5,25459.7,25445.6,25448.4,1615192
1751950500,25448.75,25452.85,25446.85,25449.1,1395540
1751950800,25449.45,25450.6,25439.8,25448.4,1599809
1751951100,25448.15,25454.95,25447.8,25450.5,993638
1751951400,25450.6,25455.6,25445.6,25446.5,1304241
1751951700,25446.65,25449.2,25432.3,25435.05,1995718
1751952000,25434.95,25446.2,25432.55,25442.4,1754657
1751952300,25442.5,25453.6,25441.3,25451.35,1544766
1751952600,25451.45,25454.95,25436.35,25436.55,2427743
1751952900,25437.1,25440.6,25431.6,25431.85,2793804
1751953200,25431.8,25443.15,25431.05,25436.55,1946777
1751953500,25436.8,25440.85,25434.1,25437.65,1840762
1751953800,25437.25,25440.55,25432.65,25433.75,1406963
1751954100,25433.45,25445.95,25432.3,25445.95,1542471
1751954400,25445.85,25455.5,25444.25,25447.65,2186433
1751954700,25447.7,25448.5,25439.7,25441.25,1569759
1751955000,25441.4,25442.45,25434.75,25436.65,2065437
1751955300,25436,25444.15,25433.7,25440.85,2019337
1751955600,25440.95,25446.3,25434.15,25444.45,1757394
1751955900,25444.05,25453.1,25442.2,25449.55,1736847
1751956200,25447.85,25450.85,25445.4,25450.8,3479442
1751956500,25450.35,25460.5,25449.9,25459,1543667
1751956800,25458.95,25461.1,25449.9,25449.9,1607297
1751957100,25450,25456.55,25449.85,25453.3,1518979
1751957400,25453.8,25459.65,25449.4,25458.1,1882347
1751957700,25457.55,25470.55,25457.15,25466.15,2034735
1751958000,25465.35,25477,25464.15,25474.25,2147712
1751958300,25474.55,25477.55,25470.75,25473.6,2046303
1751958600,25473.05,25475,25441.6,25468.45,2944141
1751958900,25468.15,25474.1,25464.9,25471.05,1454687
1751959200,25470.4,25477.65,25469.3,25473.1,1748399
1751959500,25473.1,25478.7,25471.8,25473.65,2281386
1751959800,25472.5,25476.4,25466.8,25470.2,6458732
1751960100,25471.1,25480.25,25466.35,25469.2,1870627
1751960400,25469.2,25475.85,25468.5,25474.95,1558901
1751960700,25474.45,25477.4,25471.4,25475.9,1931402
1751961000,25475.8,25477.85,25467.5,25468.95,1681115
1751961300,25468.2,25474.05,25464.5,25473.45,1339740
1751961600,25473.35,25473.8,25447.15,25460.2,3039780
1751961900,25460.15,25464.25,25457,25458.7,1400676
1751962200,25459.6,25471.6,25457.85,25469.85,1460337
1751962500,25469.3,25475.6,25469.2,25472.35,1455134
1751962800,25472,25478.8,25471.15,25476.5,1429287
1751963100,25477.45,25478.4,25471.1,25475.15,1762735
1751963400,25475.35,25477.4,25469.7,25470.8,3133325
1751963700,25471.5,25474.05,25466.15,25470.95,2241898
1751964000,25471.3,25475,25448.85,25460.6,2783696
1751964300,25460.8,25463.95,25456.85,25459.8,2223886
1751964600,25459.95,25461.45,25455.65,25457.7,2190126
1751964900,25458,25465.4,25456.9,25457.35,2001806
1751965200,25457.65,25465.35,25456.6,25461.55,2164890
1751965500,25461.75,25466.15,25447.45,25454.65,2941938
1751965800,25456.05,25459.1,25452.25,25452.9,1827653
1751966100,25455,25459.05,25450.75,25455.55,2824380
1751966400,25457.25,25470.45,25451.95,25470,3241443
1751966700,25470.6,25486.25,25467.2,25482.3,3348494
1751967000,25483.55,25505.75,25476.85,25504.05,7016457
1751967300,25503.95,25529.7,25503.75,25528,8711833
1751967600,25527.5,25539.4,25515.35,25536,9019814
1751967900,25536.2,25548.05,25521.3,25523,10196732
1751968200,25522.35,25524.85,25517.3,25520.6,10423545
1751968500,25519.25,25535.45,25519.25,25523.1,7530996
1752032700,25514.6,25525.05,25483.3,25488.3,13584544
1752033000,25488.8,25500.7,25478.15,25487.45,5758285
1752033300,25487.7,25494.3,25476.65,25483.2,3614812
1752033600,25483.35,25492.2,25472.05,25488.25,3889088
1752033900,25488.8,25495.9,25487.6,25491.7,2913475
1752034200,25492.3,25492.7,25480.65,25483.85,2779139
1752034500,25482,25490.55,25477.65,25489,6141458
1752034800,25489.1,25497,25486.5,25491.6,1994490
1752035100,25491.1,25519.15,25489.75,25517.4,2461716
